label,timeset,weight<total_link_strength>,weight<norm._citations>,score<citations>,score<norm._citations>,score<pub._year>,weight<links>,weight<citations>,cluster,title,source,description,url,id,main_topic
kaplowitz (2012),,53,0.4514,6,0.4514,2012,32,6,4,"energy conservation attitudes, knowledge, and behaviors in science laboratories",energy policy,"<table><tr><td>Authors:</td><td>kaplowitz, md; thorp, l; coleman, k; yeboah, fk</td></tr><tr><td>Title:</td><td>energy conservation attitudes, knowledge, and behaviors in science laboratories</td></tr><tr><td>Source:</td><td>energy policy, 50, 581-591</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2012.07.060,213,"{energi, build, consumpt}"
langford (2012),,78,0.3762,5,0.3762,2012,38,5,2,"using floating catchment analysis (fca) techniques to examine intra-urban variations in accessibility to public transport opportunities: the example of cardiff, wales",journal of transport geography,"<table><tr><td>Authors:</td><td>langford, m; higgs, g; fry, r</td></tr><tr><td>Title:</td><td>using floating catchment analysis (fca) techniques to examine intra-urban variations in accessibility to public transport opportunities: the example of cardiff, wales</td></tr><tr><td>Source:</td><td>journal of transport geography, 25, 1-14</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.jtrangeo.2012.06.014,215,"{transport, public, access}"
paez (2012),,113,4.8905,65,4.8905,2012,43,65,2,measuring accessibility: positive and normative implementations of various accessibility indicators,journal of transport geography,"<table><tr><td>Authors:</td><td>paez, a; scott, dm; morency, c</td></tr><tr><td>Title:</td><td>measuring accessibility: positive and normative implementations of various accessibility indicators</td></tr><tr><td>Source:</td><td>journal of transport geography, 25, 141-153</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.jtrangeo.2012.03.016,217,"{develop, sustain, plan}"
claus (2012),,52,0.5267,7,0.5267,2012,38,7,5,programs and promotions approaches by 25 active living by design partnerships,american journal of preventive medicine,"<table><tr><td>Authors:</td><td>claus, jm; dessauer, m; brennan, lk</td></tr><tr><td>Title:</td><td>programs and promotions approaches by 25 active living by design partnerships</td></tr><tr><td>Source:</td><td>american journal of preventive medicine, 43(5), s320-s328</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.amepre.2012.07.005,219,"{activ, school, health}"
wu (2012),,275,3.0848,41,3.0848,2012,157,41,1,design of more equitable congestion pricing and tradable credit schemes for multimodal transportation networks,transportation research part b-methodological,"<table><tr><td>Authors:</td><td>wu, d; yin, yf; lawphongpanich, s; yang, h</td></tr><tr><td>Title:</td><td>design of more equitable congestion pricing and tradable credit schemes for multimodal transportation networks</td></tr><tr><td>Source:</td><td>transportation research part b-methodological, 46(9), 1273-1287</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.trb.2012.05.004,221,"{model, network, optim}"
winters (2012),,58,0.3762,5,0.3762,2012,42,5,5,safe cycling: how do risk perceptions compare with observed risk?,canadian journal of public health-revue canadienne de sante publique,"<table><tr><td>Authors:</td><td>winters, m; babul, s; becker, hjeh; brubacher, jr; chipman, m; cripton, p; cusimano, md; friedman, sm; harris, ma; hunte, g; monro, m; reynolds, cco; shen, h; teschke, k</td></tr><tr><td>Title:</td><td>safe cycling: how do risk perceptions compare with observed risk?</td></tr><tr><td>Source:</td><td>canadian journal of public health-revue canadienne de sante publique, 103(9), s42-s47</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",,228,
yu (2012),,53,1.2038,16,1.2038,2012,16,16,5,commuters' exposure to pm1 by common travel modes in shanghai,atmospheric environment,"<table><tr><td>Authors:</td><td>yu, q; lu, y; xiao, s; shen, jx; li, x; ma, wc; chen, lm</td></tr><tr><td>Title:</td><td>commuters' exposure to pm1 by common travel modes in shanghai</td></tr><tr><td>Source:</td><td>atmospheric environment, 59, 39-46</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.atmosenv.2012.06.001,231,"{bus, servic, oper}"
iannone (2012),,165,1.4295,19,1.4295,2012,129,19,1,the private and social cost efficiency of port hinterland container distribution through a regional logistics system,transportation research part a-policy and practice,"<table><tr><td>Authors:</td><td>iannone, f</td></tr><tr><td>Title:</td><td>the private and social cost efficiency of port hinterland container distribution through a regional logistics system</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 46(9), 1424-1448</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2012.05.019,234,"{develop, sustain, plan}"
gil-lopez (2012),,56,0.5267,7,0.5267,2012,52,7,4,analysis of carbon impact using mix energy sources for industrial heating applications. an assessment of options to refit services in an existing building,fuel processing technology,"<table><tr><td>Authors:</td><td>gil-lopez, t; galvez-huerta, ma; castejon-navas, j; gomez-garcia, v</td></tr><tr><td>Title:</td><td>analysis of carbon impact using mix energy sources for industrial heating applications. an assessment of options to refit services in an existing building</td></tr><tr><td>Source:</td><td>fuel processing technology, 103, 151-159</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.fuproc.2011.11.002,235,
creutzig (2012),,152,2.1819,29,2.1819,2012,126,29,2,decarbonizing urban transport in european cities: four cases show possibly high co-benefits,environmental research letters,"<table><tr><td>Authors:</td><td>creutzig, f; muhlhoff, r; romer, j</td></tr><tr><td>Title:</td><td>decarbonizing urban transport in european cities: four cases show possibly high co-benefits</td></tr><tr><td>Source:</td><td>environmental research letters, 7(4)</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1088/1748-9326/7/4/044042,240,
silva (2012),,128,0.4514,6,0.4514,2012,92,6,2,using a multi equation model to unravel the influence of land use patterns on travel behavior of workers in lisbon,transportation letters-the international journal of transportation,"<table><tr><td>Authors:</td><td>silva, jde; martinez, lm; goulias, kg</td></tr><tr><td>Title:</td><td>using a multi equation model to unravel the influence of land use patterns on travel behavior of workers in lisbon</td></tr><tr><td>Source:</td><td>transportation letters-the international journal of transportation, 4(4), 193-209</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.3328/tl.2012.04.04.193-209,242,
blok (2012),,77,1.0533,14,1.0533,2012,57,14,3,greening cosmopolitan urbanism? on the transnational mobility of low-carbon formats in northern european and east asian cities,environment and planning a,"<table><tr><td>Authors:</td><td>blok, a</td></tr><tr><td>Title:</td><td>greening cosmopolitan urbanism? on the transnational mobility of low-carbon formats in northern european and east asian cities</td></tr><tr><td>Source:</td><td>environment and planning a, 44(10), 2327-2343</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1068/a44559,244,
milner (2012),,199,1.0533,14,1.0533,2012,118,14,5,"urban energy, carbon management (low carbon cities) and co-benefits for human health",current opinion in environmental sustainability,"<table><tr><td>Authors:</td><td>milner, j; davies, m; wilkinson, p</td></tr><tr><td>Title:</td><td>urban energy, carbon management (low carbon cities) and co-benefits for human health</td></tr><tr><td>Source:</td><td>current opinion in environmental sustainability, 4(4), 398-404</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.cosust.2012.09.011,246,
halvorsen (2012),,121,1.5048,20,1.5048,2012,56,20,6,effects of norms and policy incentives on household recycling: an international comparison,resources conservation and recycling,"<table><tr><td>Authors:</td><td>halvorsen, b</td></tr><tr><td>Title:</td><td>effects of norms and policy incentives on household recycling: an international comparison</td></tr><tr><td>Source:</td><td>resources conservation and recycling, 67, 18-26</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.resconrec.2012.06.008,249,"{recycl, household, collect}"
marques (2012),,57,0.9029,12,0.9029,2012,34,12,6,assessing and exploring (in)efficiency in portuguese recycling systems using non-parametric methods,resources conservation and recycling,"<table><tr><td>Authors:</td><td>marques, rc; da cruz, nf; carvalho, p</td></tr><tr><td>Title:</td><td>assessing and exploring (in)efficiency in portuguese recycling systems using non-parametric methods</td></tr><tr><td>Source:</td><td>resources conservation and recycling, 67, 34-43</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.resconrec.2012.07.005,250,"{recycl, household, collect}"
badland (2012),,69,1.1286,15,1.1286,2012,55,15,5,"association of neighbourhood residence and preferences with the built environment, work-related travel behaviours, and health implications for employed adults: findings from the urban study",social science & medicine,"<table><tr><td>Authors:</td><td>badland, hm; oliver, m; kearns, ra; mavoa, s; witten, k; duncan, mj; batty, gd</td></tr><tr><td>Title:</td><td>association of neighbourhood residence and preferences with the built environment, work-related travel behaviours, and health implications for employed adults: findings from the urban study</td></tr><tr><td>Source:</td><td>social science & medicine, 75(8), 1469-1476</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.socscimed.2012.05.029,255,"{activ, school, health}"
zheng (2012),,397,2.4076,32,2.4076,2012,211,32,1,a dynamic cordon pricing scheme combining the macroscopic fundamental diagram and an agent-based traffic model,transportation research part a-policy and practice,"<table><tr><td>Authors:</td><td>zheng, n; waraich, ra; axhausen, kw; geroliminis, n</td></tr><tr><td>Title:</td><td>a dynamic cordon pricing scheme combining the macroscopic fundamental diagram and an agent-based traffic model</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 46(8), 1291-1303</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2012.05.006,260,"{price, congest, road}"
miller (2012),,36,1.0533,14,1.0533,2012,28,14,4,performance evaluation of eight contemporary passive solar homes in subtropical australia,building and environment,"<table><tr><td>Authors:</td><td>miller, w; buys, l; bell, j</td></tr><tr><td>Title:</td><td>performance evaluation of eight contemporary passive solar homes in subtropical australia</td></tr><tr><td>Source:</td><td>building and environment, 56, 57-68</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.buildenv.2012.02.023,261,
halleux (2012),,65,1.9562,26,1.9562,2012,50,26,2,"the adaptive efficiency of land use planning measured by the control of urban sprawl. the cases of the netherlands, belgium and poland",land use policy,"<table><tr><td>Authors:</td><td>halleux, jm; marcinczak, s; van der krabben, e</td></tr><tr><td>Title:</td><td>the adaptive efficiency of land use planning measured by the control of urban sprawl. the cases of the netherlands, belgium and poland</td></tr><tr><td>Source:</td><td>land use policy, 29(4), 887-898</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.landusepol.2012.01.008,262,"{develop, sustain, plan}"
hankey (2012),,76,1.1286,15,1.1286,2012,63,15,5,"estimating use of non-motorized infrastructure: models of bicycle and pedestrian traffic in minneapolis, mn",landscape and urban planning,"<table><tr><td>Authors:</td><td>hankey, s; lindsey, g; wang, xz; borah, j; hoff, k; utecht, b; xu, zy</td></tr><tr><td>Title:</td><td>estimating use of non-motorized infrastructure: models of bicycle and pedestrian traffic in minneapolis, mn</td></tr><tr><td>Source:</td><td>landscape and urban planning, 107(3), 307-316</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.landurbplan.2012.06.005,265,"{bicycl, cycl, cyclist}"
velis (2012),,51,2.5581,34,2.5581,2012,22,34,6,an analytical framework and tool ('intera') for integrating the informal recycling sector in waste and resource management systems in developing countries,waste management & research,"<table><tr><td>Authors:</td><td>velis, ca; wilson, dc; rocca, o; smith, sr; mavropoulos, a; cheeseman, cr</td></tr><tr><td>Title:</td><td>an analytical framework and tool ('intera') for integrating the informal recycling sector in waste and resource management systems in developing countries</td></tr><tr><td>Source:</td><td>waste management & research, 30(9), 43-66</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1177/0734242x12454934,266,
alpkokin (2012),,94,0.6772,9,0.6772,2012,71,9,2,istanbul metrobus: first intercontinental bus rapid transit,journal of transport geography,"<table><tr><td>Authors:</td><td>alpkokin, p; ergun, m</td></tr><tr><td>Title:</td><td>istanbul metrobus: first intercontinental bus rapid transit</td></tr><tr><td>Source:</td><td>journal of transport geography, 24, 58-66</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.jtrangeo.2012.05.009,275,"{brt, bus, system}"
bocarejo (2012),,112,2.1067,28,2.1067,2012,51,28,2,transport accessibility and social inequities: a tool for identification of mobility needs and evaluation of transport investments,journal of transport geography,"<table><tr><td>Authors:</td><td>bocarejo, sjp; oviedo, hdr</td></tr><tr><td>Title:</td><td>transport accessibility and social inequities: a tool for identification of mobility needs and evaluation of transport investments</td></tr><tr><td>Source:</td><td>journal of transport geography, 24, 142-154</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.jtrangeo.2011.12.004,276,"{transport, public, access}"
