author,year,source,title,doi,main topics,smaller topics
"Min, H, Ahn, YH, Lambert, T",2017,INTERNATIONAL JOURNAL OF LOGISTICS MANAGEMENT,Benchmarking and improving mass transit systems in the United States based on best-in class practices Policy implications,10.1108/IJLM-01-2015-0031,"{transit, rail, station}; {develop, sustain, plan}",
"Narayanaswami, S",2017,INTERNATIONAL JOURNAL OF LOGISTICS MANAGEMENT,Urban transportation: innovations in infrastructure planning and development,10.1108/IJLM-08-2015-0135,"{develop, sustain, plan}; {bus, servic, oper}; {transport, public, access}","{green, build, roof}"
"Rebehy, PCPW, Costa, AL, Campello, CAGB, Espinoza, DDF, Neto, MJ",2017,JOURNAL OF CLEANER PRODUCTION,Innovative social business of selective waste collection in Brazil: Cleaner productionand poverty reduction,10.1016/j.jclepro.2017.03.173,"{develop, sustain, plan}; {wast, manag, solid}; {recycl, household, collect}; {model, network, optim}",
"Simatele, DM, Dlamini, S, Kubanza, NS",2017,HABITAT INTERNATIONAL,"From informality to formality: Perspectives on the challenges of integrating solid waste management into the urban development and planning policy in Johannesburg, South Africa",10.1016/j.habitatint.2017.03.018,"{wast, manag, solid}; {recycl, household, collect}; {develop, sustain, plan}","{urban, land, citi}"
"Shoup, D, Yuan, Q, Jiang, X",2017,JOURNAL OF PLANNING EDUCATION AND RESEARCH,Charging for Parking to Finance Public Services,10.1177/0739456X16649416,"{park, space, price}","{bus, servic, oper}; {recycl, household, collect}; {develop, sustain, plan}; {travel, mode, choic}; {price, congest, road}"
"Fu, Y, Zhang, XL",2017,HABITAT INTERNATIONAL,"Planning for sustainable cities? A comparative content analysis of the master plans of eco, low-carbon and conventional new towns in China",10.1016/j.habitatint.2017.03.008,"{develop, sustain, plan}","{urban, land, citi}"
"Lou, ECW, Lee, A, Welfle, A",2017,JOURNAL OF CLEANER PRODUCTION,Greenhouse gases (GHG) performance of refurbishment projects - Lessons from UK higher education student accommodation case studies,10.1016/j.jclepro.2017.03.226,,"{develop, sustain, plan}; {emiss, carbon, ghg}; {energi, build, consumpt}"
"Liphadzi, SM, Vermaak, AP",2017,JOURNAL OF CLEANER PRODUCTION,Assessment of employees' perceptions of approaches to sustainable water management by coal and iron ore mining companies,10.1016/j.jclepro.2015.01.037,"{water, heat, suppli}; {develop, sustain, plan}","{green, build, roof}"
"Hsu, A, Weinfurter, AJ, Xu, KY",2017,CLIMATIC CHANGE,Aligning subnational climate actions for the new post-Paris climate regime,10.1007/s10584-017-1957-5,"{climat, chang, mitig}","{develop, sustain, plan}"
"Granstrom, KM, Sandberg, M",2017,JOURNAL OF ENVIRONMENTAL ENGINEERING,Characterization of Wood-Dryer Condensate with Assessment of Toxicity to Microorganisms,10.1061/(ASCE)EE.1943-7870.0001200,"{treatment, wastewat, plant}","{emiss, carbon, ghg}"
"Xu, L, Ling, ML, Lu, YJ, Shen, M",2017,HABITAT INTERNATIONAL,"External influences on forming residents' waste separation behaviour: Evidence from households in Hangzhou, China",10.1016/j.habitatint.2017.03.009,"{recycl, household, collect}; {wast, manag, solid}","{polici, instrument, effect}; {travel, mode, choic}; {develop, sustain, plan}; {activ, school, health}"
"Dumble, P",2017,WATER AND ENVIRONMENT JOURNAL,Regional development and climate change mitigation modelling of municipal solid waste emissions in the middle east,10.1111/wej.12236,"{wast, manag, solid}; {climat, chang, mitig}; {emiss, carbon, ghg}; {develop, sustain, plan}",
"Albacete, X, Olaru, D, Paul, V, Biermann, S",2017,APPLIED SPATIAL ANALYSIS AND POLICY,Measuring the Accessibility of Public Transport: A Critical Comparison Between Methods in Helsinki,10.1007/s12061-015-9177-8,"{transport, public, access}; {activ, school, health}","{develop, sustain, plan}; {model, network, optim}; {urban, land, citi}; {polici, instrument, effect}"
"Ghosh, P, Thakur, IS, Kaushik, A",2017,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,Bioassays for toxicological risk assessment of landfill leachate: A review,10.1016/j.ecoenv.2017.03.023,"{treatment, wastewat, plant}; {wast, manag, solid}","{develop, sustain, plan}"
"Sun, GD, Liang, RH, Qu, HM, Wu, YC",2017,IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,Embedding Spatio-Temporal Information into Maps by Route-Zooming,10.1109/TVCG.2016.2535234,"{model, network, optim}","{develop, sustain, plan}"
"Minx, JC",2017,ENVIRONMENTAL RESEARCH LETTERS,Better data for assessing local climate policies,10.1088/1748-9326/aa6e03,,
"He, X, Chen, XQ, Xiong, CF, Zhu, Z, Zhang, L",2017,TRANSPORTATION SCIENCE,Optimal Time-Varying Pricing for Toll Roads Under Multiple Objectives: A Simulation-Based Optimization Approach,10.1287/trsc.2015.0661,"{toll, lane, link}; {model, network, optim}; {travel, mode, choic}",
"Prete, MI, Piper, L, Rizzo, C, Pino, G, Capestro, M, Mileti, A, Pichierri, M, Amatulli, C, Peluso, AM, Guido, G",2017,JOURNAL OF CLEANER PRODUCTION,Determinants of Southern Italian households' intention to adopt energy efficiency measures in residential buildings,10.1016/j.jclepro.2017.03.157,"{develop, sustain, plan}; {recycl, household, collect}; {energi, build, consumpt}","{travel, mode, choic}; {activ, school, health}"
"Muresan, AA, Attia, S",2017,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,Energy efficiency in the Romanian residential building stock: A literature review,10.1016/j.rser.2017.02.022,"{energi, build, consumpt}; {heat, thermal, comfort}",
"Amarante, JAS, Rech, TD, Siegloch, AE",2017,ENGENHARIA SANITARIA E AMBIENTAL,"Management assessment of drug waste and other health care waste in Upland Region of Santa Catarina, Brazil",10.1590/S1413-41522016150080,"{wast, manag, solid}; {activ, school, health}; {bus, servic, oper}",
"Thitanuwat, B, Polprasert, C, Englande, AJ",2017,WASTE MANAGEMENT,"Green residues from Bangkok green space for renewable energy recovery, phosphorus recycling and greenhouse gases emission reduction",10.10151/j.wasman.2016.12.012,"{wast, manag, solid}; {green, build, roof}; {urban, land, citi}; {emiss, carbon, ghg}","{treatment, wastewat, plant}; {vehicl, electr, charg}; {develop, sustain, plan}; {recycl, household, collect}"
"Salomaa, A, Paloniemi, R, Kotiaho, JS, Kettunen, M, Apostolopoulou, E, Cent, J",2017,ENVIRONMENT AND PLANNING C-POLITICS AND SPACE,Can green infrastructure help to conserve biodiversity?,10.1177/0263774X16649363,"{green, build, roof}; {develop, sustain, plan}","{polici, instrument, effect}"
"Wen, L, Liu, YJ",2017,ENVIRONMENTAL PROGRESS & SUSTAINABLE ENERGY,A Research About Beijing's Carbon Emissions Based on the IPSO-BP Model,10.1002/ep.12475,"{emiss, carbon, ghg}; {model, network, optim}; {air, pollut, qualiti}",
"Hird, MJ",2017,THEORY CULTURE & SOCIETY,"Waste, Environmental Politics and Dis/Engaged Publics",10.1177/0263276414565717,"{wast, manag, solid}; {develop, sustain, plan}",
"L'Hostis, A",2017,ENVIRONMENT AND PLANNING B-URBAN ANALYTICS AND CITY SCIENCE,"Detour and break optimising distance, a new perspective on transport and urbanism",10.1177/0265813516638849,"{urban, land, citi}; {transport, public, access}","{model, network, optim}"
"Martinez, CIP, Pina, WA",2017,ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,Solid waste management in Bogota: the role of recycling associations as investigated through SWOT analysis,10.1007/s10668-016-9782-y,"{recycl, household, collect}; {wast, manag, solid}; {develop, sustain, plan}",
"Deener, A",2017,SOCIAL FORCES,The Origins of the Food Desert: Urban Inequality as Infrastructural Exclusion,10.1093/sf/sox001,"{urban, land, citi}; {develop, sustain, plan}",
"McLeod, RS, Swainson, M",2017,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,Chronic overheating in low carbon urban developments in a temperate climate,10.1016/j.rser.2016.09.106,"{heat, thermal, comfort}; {develop, sustain, plan}; {urban, land, citi}","{climat, chang, mitig}"
"Lamotte, R, de Palma, A, Geroliminis, N",2017,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL,On the use of reservation-based autonomous vehicles for demand management,10.1016/j.trb.2017.01.003,"{vehicl, electr, charg}; {model, network, optim}","{travel, mode, choic}; {develop, sustain, plan}; {price, congest, road}"
"Reusser, DE, Rybski, D, Winz, AL, Fichtner, C, Sterzel, T, Kropp, JP",2017,ENVIRONMENT AND PLANNING B-URBAN ANALYTICS AND CITY SCIENCE,Cities as nuclei of sustainability?,10.1177/0265813516638340,"{emiss, carbon, ghg}; {urban, land, citi}; {climat, chang, mitig}","{transit, rail, station}"
"Qu, Y, Liu, Y",2017,ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,Evaluating the low-carbon development of urban China,10.1007/s10668-016-9777-8,"{develop, sustain, plan}; {emiss, carbon, ghg}; {urban, land, citi}",
"Lederer, J, Ogwang, F, Karungi, J",2017,RESOURCES CONSERVATION AND RECYCLING,Knowledge identification and creation among local stakeholders in CDM waste composting projects: A case study from Uganda,10.1016/j.resconrec.2017.03.005,"{develop, sustain, plan}; {treatment, wastewat, plant}","{wast, manag, solid}"
"Wemhoener, C, Hassig, W, Wyss, S, Staubli, J",2017,SCIENCE AND TECHNOLOGY FOR THE BUILT ENVIRONMENT,Heat pump application in nearly zero energy buildings,10.1080/23744731.2016.1239467,"{heat, thermal, comfort}; {energi, build, consumpt}; {water, heat, suppli}",
"Katipamula, S, Gowri, K, Hernandez, G",2017,SCIENCE AND TECHNOLOGY FOR THE BUILT ENVIRONMENT,An open-source automated continuous condition-based maintenance platform for commercial buildings,10.1080/23744731.2016.1218236,"{energi, build, consumpt}; {develop, sustain, plan}; {model, network, optim}","{heat, thermal, comfort}"
"Bouche, P",2017,PLANNING PERSPECTIVES,Transport planning as suggested in John Claudius Loudon's 1829 plan for London,10.1080/02665433.2017.1289852,"{transport, public, access}; {green, build, roof}; {develop, sustain, plan}","{model, network, optim}"
"Jung, J, Jayakrishnan, R, Choi, K",2017,INTERNATIONAL JOURNAL OF SUSTAINABLE TRANSPORTATION,Dually sustainable urban mobility option: Shared-taxi operations with electric vehicles,10.1080/15568318.2015.1092057,"{vehicl, electr, charg}; {bus, servic, oper}; {develop, sustain, plan}; {model, network, optim}","{transport, public, access}"
"Chapman, R, Howden-Chapman, P, Whitwell, K, Thomas, A",2017,AUSTRALASIAN JOURNAL OF ENVIRONMENTAL MANAGEMENT,Towards zero carbon? Constrained policy action in two New Zealand cities,10.1080/14486563.2017.1309696,"{emiss, carbon, ghg}; {polici, instrument, effect}; {develop, sustain, plan}","{climat, chang, mitig}; {transport, public, access}; {travel, mode, choic}"
"Soukopova, J, Klimovsky, D, Ochrana, F",2017,EKONOMICKY CASOPIS,Key Factors for Public Utility Efficiency and Effectiveness: Waste Management Services in the Czech Republic,,"{wast, manag, solid}; {recycl, household, collect}; {develop, sustain, plan}","{bus, servic, oper}"
"Fischer, A, Pascucci, S",2017,JOURNAL OF CLEANER PRODUCTION,Institutional incentives in circular economy transition: The case of material use in the Dutch textile industry,10.1016/j.jclepro.2016.12.038,"{develop, sustain, plan}","{transit, rail, station}"
"Shirazi, M, Aashtiani, HZ, Quadrifoglio, L",2017,COMPUTERS & INDUSTRIAL ENGINEERING,Estimating the minimal revenue tolls in large-scale roadway networks using the dynamic penalty function method,10.1016/j.cie.2017.03.008,"{toll, lane, link}; {model, network, optim}","{price, congest, road}"
"Hagenauer, J, Helbich, M",2017,EXPERT SYSTEMS WITH APPLICATIONS,A comparative study of machine learning classifiers for modeling travel mode choice,10.1016/j.eswa.2017.01.057,"{travel, mode, choic}","{bicycl, cycl, cyclist}; {model, network, optim}"
"Le Tran, Y, Siry, JP, Bowker, JM, Poudyal, NC",2017,URBAN FORESTRY & URBAN GREENING,Atlanta households' willingness to increase urban forests to mitigate climate change,10.1016/j.ufug.2017.02.003,"{climat, chang, mitig}; {urban, land, citi}","{green, build, roof}; {develop, sustain, plan}; {air, pollut, qualiti}; {travel, mode, choic}"
"Kontadakis, A, Tsangrassoulis, A, Doulos, L, Topalis, F",2017,BUILDING AND ENVIRONMENT,An active sunlight redirection system for daylight enhancement beyond the perimeter zone,10.1016/j.buildenv.2016.09.029,"{model, network, optim}; {heat, thermal, comfort}","{energi, build, consumpt}; {develop, sustain, plan}"
"Zhao, PJ, Li, SX",2017,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,Bicycle-metro integration in a growing city: The determinants of cycling as a transfer mode in metro station areas in Beijing,10.1016/j.tra.2017.03.003,"{bicycl, cycl, cyclist}; {travel, mode, choic}; {transit, rail, station}; {urban, land, citi}","{activ, school, health}; {develop, sustain, plan}; {green, build, roof}"
"Zhang, YR, Wang, JJ, Hu, FF, Wang, YF",2017,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,"Comparison of evaluation standards for green building in China, Britain, United States",10.1016/j.rser.2016.09.139,"{green, build, roof}; {energi, build, consumpt}; {emiss, carbon, ghg}","{develop, sustain, plan}"
"Yang, L, Wang, YQ, Han, SS, Li, C, Liu, YY, Ren, Q",2017,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-TRANSPORT,"Carbon dioxide emissions from commuter traffic in Xi'an, China",10.1680/jtran.14.00078,"{emiss, carbon, ghg}; {transport, public, access}","{park, space, price}; {price, congest, road}; {travel, mode, choic}"
"Fu, XM, Juan, ZC",2017,TRANSPORTATION PLANNING AND TECHNOLOGY,An integrated framework to jointly model decisions of activity time allocation and work-related travel,10.1080/03081060.2017.1325145,"{travel, mode, choic}; {activ, school, health}","{model, network, optim}; {develop, sustain, plan}"
"Gal, A, Mandelbaum, A, Schnitzler, F, Senderovich, A, Weidlich, M",2017,INFORMATION SYSTEMS,Traveling time prediction in scheduled transportation with journey segments,10.1016/j.is.2015.12.001,"{bus, servic, oper}; {travel, mode, choic}; {model, network, optim}","{urban, land, citi}"
"Copiello, S",2017,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,Building energy efficiency: A research branch made of paradoxes,10.1016/j.rser.2016.09.094,"{energi, build, consumpt}","{transit, rail, station}"
"Nieuwenhuijsen, MJ, Khreis, H, Verlinghieri, E, Mueller, N, Rojas-Rueda, D",2017,ENVIRONMENT INTERNATIONAL,Participatory quantitative health impact assessment of urban and transport planning in cities: A review and research needs,10.1016/j.envint.2017.03.022,"{activ, school, health}; {transport, public, access}; {urban, land, citi}; {air, pollut, qualiti}; {develop, sustain, plan}","{model, network, optim}; {polici, instrument, effect}"
"Su, SL, Li, ZK, Xu, MY, Cai, ZL, Weng, M",2017,HABITAT INTERNATIONAL,"A geo-big data approach to intra-urban food deserts: Transit-varying accessibility, social inequalities, and implications for urban planning",10.1016/j.habitatint.2017.04.007,"{activ, school, health}; {travel, mode, choic}","{transport, public, access}; {bicycl, cycl, cyclist}; {transit, rail, station}"
"Gavalas, D, Kasapakis, V, Konstantopoulos, C, Pantziou, G, Vathis, N",2017,PERSONAL AND UBIQUITOUS COMPUTING,Scenic route planning for tourists,10.1007/s00779-016-0971-3,,"{develop, sustain, plan}; {model, network, optim}; {urban, land, citi}; {travel, mode, choic}"
"Ma, JH, Yang, Y, Guan, W, Wang, F, Liu, T, Tu, WY, Song, CY",2017,JOURNAL OF ADVANCED TRANSPORTATION,Large-Scale Demand Driven Design of a Customized Bus Network: A Methodological Framework and Beijing Case Study,10.1155/2017/3865701,"{model, network, optim}; {bus, servic, oper}; {develop, sustain, plan}",
"Derkzen, ML, Nagendra, H, Van Teeffelen, AJA, Purushotham, A, Verburg, PH",2017,ECOLOGY AND SOCIETY,Shifts in ecosystem services in deprived urban areas: understanding people's responses and consequences for well-being,10.5751/ES-09168-220151,"{urban, land, citi}","{develop, sustain, plan}; {climat, chang, mitig}"
"Steinemann, A, Wargocki, P, Rismanchi, B",2017,BUILDING AND ENVIRONMENT,Ten questions concerning green buildings and indoor air quality,10.1016/j.buildenv.2016.11.010,"{green, build, roof}","{air, pollut, qualiti}; {energi, build, consumpt}"
"Mertens, L, Compernolle, S, Deforche, B, Mackenbach, JD, Lakerveld, J, Brug, J, Roda, C, Feuillet, T, Oppert, JM, Glonti, K, Rutter, H, Bardos, H, De Bourdeaudhuij, I, Van Dyck, D",2017,HEALTH & PLACE,Built environmental correlates of cycling for transport across Europe,10.1016/j.healthplace.2017.01.007,"{bicycl, cycl, cyclist}; {activ, school, health}","{park, space, price}; {transport, public, access}; {urban, land, citi}"
"Ouyang, W, Wang, BY, Tian, L, Niu, XY",2017,CITIES,Spatial deprivation of urban public services in migrant enclaves under the context of a rapidly urbanizing China: An evaluation based on suburban Shanghai,10.1016/j.cities.2016.06.004,"{bus, servic, oper}; {urban, land, citi}; {develop, sustain, plan}","{activ, school, health}; {park, space, price}; {transport, public, access}; {transit, rail, station}"
"Vaz, AS, Kueffer, C, Kull, CA, Richardson, DM, Vicente, JR, Kuhn, I, Schroter, M, Hauck, J, Bonn, A, Honrado, JP",2017,ECOSYSTEM SERVICES,Integrating ecosystem services and disservices: insights from plant invasions,10.1016/j.ecoser.2016.11.017,"{green, build, roof}; {bus, servic, oper}; {develop, sustain, plan}","{treatment, wastewat, plant}"
