label,timeset,weight<total_link_strength>,weight<norm._citations>,score<citations>,score<norm._citations>,score<pub._year>,weight<links>,weight<citations>,cluster,title,source,description,url,main_topic
chung (2012),,373,1.5048,20,1.5048,2012,197,20,1,"=MID(N41,FIND(""Title:"",N41)+15,FIND(""<"",N41,FIND(""Title:"",N41)+15)-FIND(""Title:"",N41)-15)","=MID(N41,FIND(""Source:"",N41)+16,FIND("","",N41,FIND(""Source:"",N41)+15)-FIND(""Source:"",N41)-16)","<table><tr><td>Authors:</td><td>chung, bd; yao, t; friesz, tl; liu, hc</td></tr><tr><td>Title:</td><td>dynamic congestion pricing with demand uncertainty: a robust optimization approach</td></tr><tr><td>Source:</td><td>transportation research part b-methodological, 46(10), 1504-1518</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.trb.2012.07.007,"{model, network, optim}"
gonzales (2012),,235,3.0096,40,3.0096,2012,131,40,1,"=MID(N42,FIND(""Title:"",N42)+15,FIND(""<"",N42,FIND(""Title:"",N42)+15)-FIND(""Title:"",N42)-15)","=MID(N42,FIND(""Source:"",N42)+16,FIND("","",N42,FIND(""Source:"",N42)+15)-FIND(""Source:"",N42)-16)","<table><tr><td>Authors:</td><td>gonzales, ej; daganzo, cf</td></tr><tr><td>Title:</td><td>morning commute with competing modes and distributed demand: user equilibrium, system optimum, and pricing</td></tr><tr><td>Source:</td><td>transportation research part b-methodological, 46(10), 1519-1534</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.trb.2012.07.009,"{transit, rail, station}"
zhong (2012),,66,0.5267,7,0.5267,2012,50,7,4,"=MID(N43,FIND(""Title:"",N43)+15,FIND(""<"",N43,FIND(""Title:"",N43)+15)-FIND(""Title:"",N43)-15)","=MID(N43,FIND(""Source:"",N43)+16,FIND("","",N43,FIND(""Source:"",N43)+15)-FIND(""Source:"",N43)-16)","<table><tr><td>Authors:</td><td>zhong, k; fu, hm; kang, ym; peng, xf</td></tr><tr><td>Title:</td><td>indoor thermal conditions and the potential of energy conservation of naturally ventilated rooms in summer, china</td></tr><tr><td>Source:</td><td>energy and buildings, 55, 183-188</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.enbuild.2012.08.027,"{heat, thermal, comfort}"
kelly (2012),,79,2.1067,28,2.1067,2012,55,28,4,"=MID(N44,FIND(""Title:"",N44)+15,FIND(""<"",N44,FIND(""Title:"",N44)+15)-FIND(""Title:"",N44)-15)","=MID(N44,FIND(""Source:"",N44)+16,FIND("","",N44,FIND(""Source:"",N44)+15)-FIND(""Source:"",N44)-16)","<table><tr><td>Authors:</td><td>kelly, s; crawford-brown, d; pollitt, mg</td></tr><tr><td>Title:</td><td>building performance evaluation and certification in the uk: is sap fit for purpose?</td></tr><tr><td>Source:</td><td>renewable & sustainable energy reviews, 16(9), 6861-6878</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.rser.2012.07.018,"{energi, build, consumpt}"
rojo (2012),,50,1.1286,15,1.1286,2012,45,15,7,"=MID(N45,FIND(""Title:"",N45)+15,FIND(""<"",N45,FIND(""Title:"",N45)+15)-FIND(""Title:"",N45)-15)","=MID(N45,FIND(""Source:"",N45)+16,FIND("","",N45,FIND(""Source:"",N45)+15)-FIND(""Source:"",N45)-16)","<table><tr><td>Authors:</td><td>rojo, m; gonzalo-orden, h; dell'olio, l; ibeas, a</td></tr><tr><td>Title:</td><td>relationship between service quality and demand for inter-urban buses</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 46(10), 1716-1729</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2012.07.006,"{bus, servic, oper}"
di lonardo (2012),,11,1.2038,16,1.2038,2012,8,16,6,"=MID(N46,FIND(""Title:"",N46)+15,FIND(""<"",N46,FIND(""Title:"",N46)+15)-FIND(""Title:"",N46)-15)","=MID(N46,FIND(""Source:"",N46)+16,FIND("","",N46,FIND(""Source:"",N46)+15)-FIND(""Source:"",N46)-16)","<table><tr><td>Authors:</td><td>di lonardo, mc; lombardi, f; gavasci, r</td></tr><tr><td>Title:</td><td>characterization of mbt plants input and outputs: a review</td></tr><tr><td>Source:</td><td>reviews in environmental science and bio-technology, 11(4), 353-363</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1007/s11157-012-9299-2,"{treatment, wastewat, plant}"
borndorfer (2012),,127,0.6019,8,0.6019,2012,105,8,8,"=MID(N47,FIND(""Title:"",N47)+15,FIND(""<"",N47,FIND(""Title:"",N47)+15)-FIND(""Title:"",N47)-15)","=MID(N47,FIND(""Source:"",N47)+16,FIND("","",N47,FIND(""Source:"",N47)+15)-FIND(""Source:"",N47)-16)","<table><tr><td>Authors:</td><td>borndorfer, r; karbstein, m; pfetsch, me</td></tr><tr><td>Title:</td><td>models for fare planning in public transport</td></tr><tr><td>Source:</td><td>discrete applied mathematics, 160(18), 2591-2605</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.dam.2012.02.027,"{model, network, optim}"
argyriou (2012),,82,0.5267,7,0.5267,2012,67,7,3,"=MID(N48,FIND(""Title:"",N48)+15,FIND(""<"",N48,FIND(""Title:"",N48)+15)-FIND(""Title:"",N48)-15)","=MID(N48,FIND(""Source:"",N48)+16,FIND("","",N48,FIND(""Source:"",N48)+15)-FIND(""Source:"",N48)-16)","<table><tr><td>Authors:</td><td>argyriou, i; fleming, p; wright, a</td></tr><tr><td>Title:</td><td>local climate policy: lessons from a case study of transfer of expertise between uk local authorities</td></tr><tr><td>Source:</td><td>sustainable cities and society, 5, 87-95</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.scs.2012.06.001,"{climat, chang, mitig}"
gurney (2012),,152,4.2886,57,4.2886,2012,94,57,3,"=MID(N49,FIND(""Title:"",N49)+15,FIND(""<"",N49,FIND(""Title:"",N49)+15)-FIND(""Title:"",N49)-15)","=MID(N49,FIND(""Source:"",N49)+16,FIND("","",N49,FIND(""Source:"",N49)+15)-FIND(""Source:"",N49)-16)","<table><tr><td>Authors:</td><td>gurney, kr; razlivanov, i; song, y; zhou, yy; benes, b; abdul-massih, m</td></tr><tr><td>Title:</td><td>quantification of fossil fuel co2 emissions on the building/street scale for a large us city</td></tr><tr><td>Source:</td><td>environmental science & technology, 46(21), 12194-12202</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1021/es3011282,"{emiss, carbon, ghg}"
davies (2012),,67,0.6019,8,0.6019,2012,46,8,7,"=MID(N50,FIND(""Title:"",N50)+15,FIND(""<"",N50,FIND(""Title:"",N50)+15)-FIND(""Title:"",N50)-15)","=MID(N50,FIND(""Source:"",N50)+16,FIND("","",N50,FIND(""Source:"",N50)+15)-FIND(""Source:"",N50)-16)","<table><tr><td>Authors:</td><td>davies, n</td></tr><tr><td>Title:</td><td>what are the ingredients of successful travel behavioural change campaigns?</td></tr><tr><td>Source:</td><td>transport policy, 24, 19-29</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.tranpol.2012.06.017,"{develop, sustain, plan}"
nkurunziza (2012),,149,1.0533,14,1.0533,2012,69,14,5,"=MID(N51,FIND(""Title:"",N51)+15,FIND(""<"",N51,FIND(""Title:"",N51)+15)-FIND(""Title:"",N51)-15)","=MID(N51,FIND(""Source:"",N51)+16,FIND("","",N51,FIND(""Source:"",N51)+15)-FIND(""Source:"",N51)-16)","<table><tr><td>Authors:</td><td>nkurunziza, a; zuidgeest, m; brussel, m; van maarseveen, m</td></tr><tr><td>Title:</td><td>examining the potential for modal change: motivators and barriers for bicycle commuting in dar-es-salaam</td></tr><tr><td>Source:</td><td>transport policy, 24, 249-259</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.tranpol.2012.09.002,"{bicycl, cycl, cyclist}"
knockaert (2012),,308,0.6772,9,0.6772,2012,206,9,1,"=MID(N52,FIND(""Title:"",N52)+15,FIND(""<"",N52,FIND(""Title:"",N52)+15)-FIND(""Title:"",N52)-15)","=MID(N52,FIND(""Source:"",N52)+16,FIND("","",N52,FIND(""Source:"",N52)+15)-FIND(""Source:"",N52)-16)","<table><tr><td>Authors:</td><td>knockaert, j; tseng, yy; verhoef, et; rouwendal, j</td></tr><tr><td>Title:</td><td>the spitsmijden experiment: a reward to battle congestion</td></tr><tr><td>Source:</td><td>transport policy, 24, 260-272</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.tranpol.2012.07.007,"{travel, mode, choic}"
dahlstrom (2012),,51,2.1067,28,2.1067,2012,30,28,4,"=MID(N53,FIND(""Title:"",N53)+15,FIND(""<"",N53,FIND(""Title:"",N53)+15)-FIND(""Title:"",N53)-15)","=MID(N53,FIND(""Source:"",N53)+16,FIND("","",N53,FIND(""Source:"",N53)+15)-FIND(""Source:"",N53)-16)","<table><tr><td>Authors:</td><td>dahlstrom, o; sornes, k; eriksen, st; hertwich, eg</td></tr><tr><td>Title:</td><td>life cycle assessment of a single-family residence built to either conventional- or passive house standard</td></tr><tr><td>Source:</td><td>energy and buildings, 54, 470-479</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.enbuild.2012.07.029,"{heat, thermal, comfort}"
coronini-cronberg (2012),,110,1.2038,16,1.2038,2012,78,16,5,"=MID(N54,FIND(""Title:"",N54)+15,FIND(""<"",N54,FIND(""Title:"",N54)+15)-FIND(""Title:"",N54)-15)","=MID(N54,FIND(""Source:"",N54)+16,FIND("","",N54,FIND(""Source:"",N54)+15)-FIND(""Source:"",N54)-16)","<table><tr><td>Authors:</td><td>coronini-cronberg, s; millett, c; laverty, aa; webb, e</td></tr><tr><td>Title:</td><td>the impact of a free older persons' bus pass on active travel and regular walking in england</td></tr><tr><td>Source:</td><td>american journal of public health, 102(11), 2141-2148</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.2105/ajph.2012,
dowson (2012),,49,3.8372,51,3.8372,2012,32,51,4,"=MID(N55,FIND(""Title:"",N55)+15,FIND(""<"",N55,FIND(""Title:"",N55)+15)-FIND(""Title:"",N55)-15)","=MID(N55,FIND(""Source:"",N55)+16,FIND("","",N55,FIND(""Source:"",N55)+15)-FIND(""Source:"",N55)-16)","<table><tr><td>Authors:</td><td>dowson, m; poole, a; harrison, d; susman, g</td></tr><tr><td>Title:</td><td>domestic uk retrofit challenge: barriers, incentives and current performance leading into the green deal</td></tr><tr><td>Source:</td><td>energy policy, 50, 294-305</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2012.07.019,"{energi, build, consumpt}"
kaplowitz (2012),,53,0.4514,6,0.4514,2012,32,6,4,"=MID(N56,FIND(""Title:"",N56)+15,FIND(""<"",N56,FIND(""Title:"",N56)+15)-FIND(""Title:"",N56)-15)","=MID(N56,FIND(""Source:"",N56)+16,FIND("","",N56,FIND(""Source:"",N56)+15)-FIND(""Source:"",N56)-16)","<table><tr><td>Authors:</td><td>kaplowitz, md; thorp, l; coleman, k; yeboah, fk</td></tr><tr><td>Title:</td><td>energy conservation attitudes, knowledge, and behaviors in science laboratories</td></tr><tr><td>Source:</td><td>energy policy, 50, 581-591</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.enpol.2012.07.060,"{energi, build, consumpt}"
langford (2012),,78,0.3762,5,0.3762,2012,38,5,2,"=MID(N57,FIND(""Title:"",N57)+15,FIND(""<"",N57,FIND(""Title:"",N57)+15)-FIND(""Title:"",N57)-15)","=MID(N57,FIND(""Source:"",N57)+16,FIND("","",N57,FIND(""Source:"",N57)+15)-FIND(""Source:"",N57)-16)","<table><tr><td>Authors:</td><td>langford, m; higgs, g; fry, r</td></tr><tr><td>Title:</td><td>using floating catchment analysis (fca) techniques to examine intra-urban variations in accessibility to public transport opportunities: the example of cardiff, wales</td></tr><tr><td>Source:</td><td>journal of transport geography, 25, 1-14</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.jtrangeo.2012.06.014,"{transport, public, access}"
paez (2012),,113,4.8905,65,4.8905,2012,43,65,2,"=MID(N58,FIND(""Title:"",N58)+15,FIND(""<"",N58,FIND(""Title:"",N58)+15)-FIND(""Title:"",N58)-15)","=MID(N58,FIND(""Source:"",N58)+16,FIND("","",N58,FIND(""Source:"",N58)+15)-FIND(""Source:"",N58)-16)","<table><tr><td>Authors:</td><td>paez, a; scott, dm; morency, c</td></tr><tr><td>Title:</td><td>measuring accessibility: positive and normative implementations of various accessibility indicators</td></tr><tr><td>Source:</td><td>journal of transport geography, 25, 141-153</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.jtrangeo.2012.03.016,"{develop, sustain, plan}"
claus (2012),,52,0.5267,7,0.5267,2012,38,7,5,"=MID(N59,FIND(""Title:"",N59)+15,FIND(""<"",N59,FIND(""Title:"",N59)+15)-FIND(""Title:"",N59)-15)","=MID(N59,FIND(""Source:"",N59)+16,FIND("","",N59,FIND(""Source:"",N59)+15)-FIND(""Source:"",N59)-16)","<table><tr><td>Authors:</td><td>claus, jm; dessauer, m; brennan, lk</td></tr><tr><td>Title:</td><td>programs and promotions approaches by 25 active living by design partnerships</td></tr><tr><td>Source:</td><td>american journal of preventive medicine, 43(5), s320-s328</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.amepre.2012.07.005,"{activ, school, health}"
wu (2012),,275,3.0848,41,3.0848,2012,157,41,1,"=MID(N60,FIND(""Title:"",N60)+15,FIND(""<"",N60,FIND(""Title:"",N60)+15)-FIND(""Title:"",N60)-15)","=MID(N60,FIND(""Source:"",N60)+16,FIND("","",N60,FIND(""Source:"",N60)+15)-FIND(""Source:"",N60)-16)","<table><tr><td>Authors:</td><td>wu, d; yin, yf; lawphongpanich, s; yang, h</td></tr><tr><td>Title:</td><td>design of more equitable congestion pricing and tradable credit schemes for multimodal transportation networks</td></tr><tr><td>Source:</td><td>transportation research part b-methodological, 46(9), 1273-1287</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.trb.2012.05.004,"{model, network, optim}"
winters (2012),,58,0.3762,5,0.3762,2012,42,5,5,"=MID(N61,FIND(""Title:"",N61)+15,FIND(""<"",N61,FIND(""Title:"",N61)+15)-FIND(""Title:"",N61)-15)","=MID(N61,FIND(""Source:"",N61)+16,FIND("","",N61,FIND(""Source:"",N61)+15)-FIND(""Source:"",N61)-16)","<table><tr><td>Authors:</td><td>winters, m; babul, s; becker, hjeh; brubacher, jr; chipman, m; cripton, p; cusimano, md; friedman, sm; harris, ma; hunte, g; monro, m; reynolds, cco; shen, h; teschke, k</td></tr><tr><td>Title:</td><td>safe cycling: how do risk perceptions compare with observed risk?</td></tr><tr><td>Source:</td><td>canadian journal of public health-revue canadienne de sante publique, 103(9), s42-s47</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",,
yu (2012),,53,1.2038,16,1.2038,2012,16,16,5,"=MID(N62,FIND(""Title:"",N62)+15,FIND(""<"",N62,FIND(""Title:"",N62)+15)-FIND(""Title:"",N62)-15)","=MID(N62,FIND(""Source:"",N62)+16,FIND("","",N62,FIND(""Source:"",N62)+15)-FIND(""Source:"",N62)-16)","<table><tr><td>Authors:</td><td>yu, q; lu, y; xiao, s; shen, jx; li, x; ma, wc; chen, lm</td></tr><tr><td>Title:</td><td>commuters' exposure to pm1 by common travel modes in shanghai</td></tr><tr><td>Source:</td><td>atmospheric environment, 59, 39-46</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.atmosenv.2012.06.001,"{bus, servic, oper}"
iannone (2012),,165,1.4295,19,1.4295,2012,129,19,1,"=MID(N63,FIND(""Title:"",N63)+15,FIND(""<"",N63,FIND(""Title:"",N63)+15)-FIND(""Title:"",N63)-15)","=MID(N63,FIND(""Source:"",N63)+16,FIND("","",N63,FIND(""Source:"",N63)+15)-FIND(""Source:"",N63)-16)","<table><tr><td>Authors:</td><td>iannone, f</td></tr><tr><td>Title:</td><td>the private and social cost efficiency of port hinterland container distribution through a regional logistics system</td></tr><tr><td>Source:</td><td>transportation research part a-policy and practice, 46(9), 1424-1448</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.tra.2012.05.019,"{develop, sustain, plan}"
gil-lopez (2012),,56,0.5267,7,0.5267,2012,52,7,4,"=MID(N64,FIND(""Title:"",N64)+15,FIND(""<"",N64,FIND(""Title:"",N64)+15)-FIND(""Title:"",N64)-15)","=MID(N64,FIND(""Source:"",N64)+16,FIND("","",N64,FIND(""Source:"",N64)+15)-FIND(""Source:"",N64)-16)","<table><tr><td>Authors:</td><td>gil-lopez, t; galvez-huerta, ma; castejon-navas, j; gomez-garcia, v</td></tr><tr><td>Title:</td><td>analysis of carbon impact using mix energy sources for industrial heating applications. an assessment of options to refit services in an existing building</td></tr><tr><td>Source:</td><td>fuel processing technology, 103, 151-159</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.fuproc.2011.11.002,"{heat, thermal, comfort}"
creutzig (2012),,152,2.1819,29,2.1819,2012,126,29,2,"=MID(N65,FIND(""Title:"",N65)+15,FIND(""<"",N65,FIND(""Title:"",N65)+15)-FIND(""Title:"",N65)-15)","=MID(N65,FIND(""Source:"",N65)+16,FIND("","",N65,FIND(""Source:"",N65)+15)-FIND(""Source:"",N65)-16)","<table><tr><td>Authors:</td><td>creutzig, f; muhlhoff, r; romer, j</td></tr><tr><td>Title:</td><td>decarbonizing urban transport in european cities: four cases show possibly high co-benefits</td></tr><tr><td>Source:</td><td>environmental research letters, 7(4)</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1088/1748-9326/7/4/044042,"{climat, chang, mitig}"
silva (2012),,128,0.4514,6,0.4514,2012,92,6,2,"=MID(N66,FIND(""Title:"",N66)+15,FIND(""<"",N66,FIND(""Title:"",N66)+15)-FIND(""Title:"",N66)-15)","=MID(N66,FIND(""Source:"",N66)+16,FIND("","",N66,FIND(""Source:"",N66)+15)-FIND(""Source:"",N66)-16)","<table><tr><td>Authors:</td><td>silva, jde; martinez, lm; goulias, kg</td></tr><tr><td>Title:</td><td>using a multi equation model to unravel the influence of land use patterns on travel behavior of workers in lisbon</td></tr><tr><td>Source:</td><td>transportation letters-the international journal of transportation, 4(4), 193-209</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.3328/tl.2012.04.04.193-209,
blok (2012),,77,1.0533,14,1.0533,2012,57,14,3,"=MID(N67,FIND(""Title:"",N67)+15,FIND(""<"",N67,FIND(""Title:"",N67)+15)-FIND(""Title:"",N67)-15)","=MID(N67,FIND(""Source:"",N67)+16,FIND("","",N67,FIND(""Source:"",N67)+15)-FIND(""Source:"",N67)-16)","<table><tr><td>Authors:</td><td>blok, a</td></tr><tr><td>Title:</td><td>greening cosmopolitan urbanism? on the transnational mobility of low-carbon formats in northern european and east asian cities</td></tr><tr><td>Source:</td><td>environment and planning a, 44(10), 2327-2343</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1068/a44559,"{green, build, roof}"
milner (2012),,199,1.0533,14,1.0533,2012,118,14,5,"=MID(N68,FIND(""Title:"",N68)+15,FIND(""<"",N68,FIND(""Title:"",N68)+15)-FIND(""Title:"",N68)-15)","=MID(N68,FIND(""Source:"",N68)+16,FIND("","",N68,FIND(""Source:"",N68)+15)-FIND(""Source:"",N68)-16)","<table><tr><td>Authors:</td><td>milner, j; davies, m; wilkinson, p</td></tr><tr><td>Title:</td><td>urban energy, carbon management (low carbon cities) and co-benefits for human health</td></tr><tr><td>Source:</td><td>current opinion in environmental sustainability, 4(4), 398-404</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.cosust.2012.09.011,"{activ, school, health}"
halvorsen (2012),,121,1.5048,20,1.5048,2012,56,20,6,"=MID(N69,FIND(""Title:"",N69)+15,FIND(""<"",N69,FIND(""Title:"",N69)+15)-FIND(""Title:"",N69)-15)","=MID(N69,FIND(""Source:"",N69)+16,FIND("","",N69,FIND(""Source:"",N69)+15)-FIND(""Source:"",N69)-16)","<table><tr><td>Authors:</td><td>halvorsen, b</td></tr><tr><td>Title:</td><td>effects of norms and policy incentives on household recycling: an international comparison</td></tr><tr><td>Source:</td><td>resources conservation and recycling, 67, 18-26</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.resconrec.2012.06.008,"{recycl, household, collect}"
marques (2012),,57,0.9029,12,0.9029,2012,34,12,6,"=MID(N70,FIND(""Title:"",N70)+15,FIND(""<"",N70,FIND(""Title:"",N70)+15)-FIND(""Title:"",N70)-15)","=MID(N70,FIND(""Source:"",N70)+16,FIND("","",N70,FIND(""Source:"",N70)+15)-FIND(""Source:"",N70)-16)","<table><tr><td>Authors:</td><td>marques, rc; da cruz, nf; carvalho, p</td></tr><tr><td>Title:</td><td>assessing and exploring (in)efficiency in portuguese recycling systems using non-parametric methods</td></tr><tr><td>Source:</td><td>resources conservation and recycling, 67, 34-43</td></tr><tr><td>Year:</td><td>2012</td></tr></table>",http://dx.doi.org/10.1016/j.resconrec.2012.07.005,"{recycl, household, collect}"
